"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
20,0,9135,0,0,0,0,0,0,1,0,0,0,0,6,5,2003,2003,0,0,0,0,1.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1682,0,0,0,0.00,1700,1700,1,2,0,3,1,7,0,0,0.00,1.00,2,544,0.00,0.00,0,5,2006,0,0,200000,3382,3,215,0,1,1,0
20,0,7763,0,0,0,0,0,0,0,0,0,0,0,5,7,1962,1980,0,0,2,1,0.00,0,1,1,0.00,0.00,0.00,4.00,3.00,931,0,1,0,0.00,1283,1283,1,1,0,3,0,6,0,0,1.00,0.00,2,506,0.00,0.00,0,10,2008,0,0,140000,2214,2,0,0,1,1,0
20,0,10182,0,1,0,0,2,0,4,7,0,0,0,8,5,2006,2006,1,0,0,0,2.00,1,0,0,2.00,0.00,3.00,1.00,0.00,1660,0,0,0,0.00,1660,1660,1,2,0,3,1,8,0,1,0.00,1.00,2,500,0.00,0.00,0,5,2006,1,1,290000,3320,3,372,0,1,1,1
60,0,11218,0,0,0,0,0,0,9,0,0,0,1,6,5,1992,1992,0,0,3,3,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1055,0,0,0,0.00,1055,1845,0,2,1,3,1,8,0,1,0.00,1.00,2,462,0.00,0.00,0,5,2010,0,0,189000,2900,3,739,0,1,1,1
50,0,12134,0,1,1,0,0,1,5,0,0,0,2,8,7,1988,2005,0,0,3,3,0.00,1,0,5,1.00,0.00,1.00,1.00,0.00,559,0,2,0,0.00,1080,1752,0,2,0,4,0,8,0,0,3.00,1.00,2,492,0.00,0.00,0,6,2010,0,0,164000,2311,2,337,0,1,1,0
30,0,9340,0,0,0,0,0,0,3,0,0,0,0,4,6,1941,1950,1,0,2,1,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,672,0,1,0,0.00,672,672,1,1,0,2,0,4,0,0,0.00,0.00,1,234,0.00,0.00,1,8,2009,0,0,113000,1344,2,113,0,1,1,0
80,0,10246,0,1,0,0,2,0,7,0,0,0,3,4,9,1965,2001,0,0,0,0,0.00,0,1,1,0.00,1.00,1.00,1.00,0.00,648,0,0,0,0.00,960,960,1,0,0,0,0,3,0,0,0.00,0.00,1,364,0.00,0.00,0,5,2006,0,0,145000,1608,2,88,0,1,1,0
85,0,10205,0,1,0,0,0,0,0,0,0,0,4,5,5,1962,1962,0,0,2,1,0.00,0,0,1,0.00,0.00,1.00,3.00,0.00,925,0,1,0,0.00,999,999,1,1,0,3,0,6,0,0,0.00,0.00,1,300,0.00,0.00,0,5,2006,0,0,134500,1924,2,222,0,1,1,0
20,0,7094,0,1,0,0,0,0,7,0,0,0,0,5,5,1966,1966,0,0,0,0,0.00,0,0,1,0.00,0.00,0.00,4.00,2.00,894,0,1,0,0.00,894,894,0,1,0,3,0,5,0,0,1.00,1.00,1,384,0.00,0.00,0,5,2007,0,0,125000,1788,1,0,0,1,1,0
90,1,8930,0,0,0,0,0,0,7,5,0,2,2,6,5,1978,1978,0,0,0,0,0.00,0,0,3,1.00,0.00,0.00,1.00,0.00,0,0,1,0,0.00,1318,1902,0,2,0,4,0,8,0,0,0.00,0.00,2,539,0.00,0.00,0,4,2010,0,0,112000,1902,2,0,0,1,0,0
20,2,8640,0,0,0,0,0,0,4,0,0,0,0,8,5,2009,2009,0,0,5,5,2.00,1,0,0,1.00,0.00,3.00,1.00,0.00,1300,0,0,0,0.00,1314,1314,1,2,0,3,1,6,0,0,0.00,1.00,2,552,0.00,0.00,0,9,2009,1,1,229456,2614,3,247,0,1,1,0
50,1,6240,0,0,0,0,0,0,10,0,0,0,2,4,5,1947,1950,0,0,9,9,0.00,0,0,3,1.00,0.00,0.00,1.00,0.00,0,0,2,1,0.00,672,912,0,1,0,2,0,3,0,0,0.00,1.00,0,0,0.00,0.00,1,7,2006,0,0,80500,912,1,0,0,0,0,0
160,1,1680,0,0,0,0,0,0,21,0,0,3,1,6,5,1971,1971,0,0,5,5,1.00,0,0,1,0.00,0.00,0.00,0.00,0.00,672,0,1,0,0.00,672,1218,0,1,1,3,0,7,0,0,0.00,1.00,0,0,0.00,0.00,1,4,2006,0,2,91500,1890,2,201,0,0,1,0
20,0,7800,0,1,0,0,0,0,0,0,0,0,0,5,5,1964,1964,0,0,3,3,0.00,0,0,1,0.00,0.00,0.00,4.00,2.00,912,0,1,0,0.00,912,912,0,1,0,2,0,5,0,0,0.00,0.00,1,288,0.00,0.00,0,11,2006,0,2,115000,1824,1,0,0,1,1,0
20,0,8250,0,0,0,0,0,0,7,1,0,0,0,5,5,1968,1968,1,0,1,2,0.00,0,0,1,0.00,0.00,0.00,3.00,2.00,952,0,0,0,0.00,1211,1211,0,1,0,3,0,5,0,1,0.00,0.00,1,322,0.00,0.00,0,8,2008,0,0,134000,2163,1,63,0,1,1,1
50,0,10496,0,0,0,0,0,0,0,2,0,0,2,6,6,1949,1950,0,0,3,3,1.00,0,0,1,0.00,0.00,3.00,4.00,0.00,1040,0,0,0,0.00,1168,1846,0,2,0,3,0,7,0,1,0.00,0.00,1,315,0.00,0.00,0,1,2007,0,0,143000,2886,2,0,0,1,1,1
20,0,10680,0,0,0,0,0,0,0,0,0,0,0,5,3,1951,1951,1,0,3,3,1.00,0,0,1,0.00,2.00,0.00,5.00,0.00,2136,0,1,1,1.00,2136,2136,0,2,0,4,0,7,3,0,1.00,0.00,2,528,0.00,0.00,0,10,2006,0,0,137900,4272,2,30,0,1,1,0
60,0,15384,0,1,0,0,0,0,5,3,0,0,1,7,5,2004,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,1.00,1.00,0.00,788,0,0,0,0.00,788,1490,1,2,1,3,1,8,0,1,0.00,2.00,2,388,0.00,0.00,0,2,2008,0,0,184000,2278,4,175,0,1,1,1
80,0,10482,0,0,0,0,0,0,0,0,0,0,3,6,8,1958,1958,1,0,0,0,1.00,0,1,1,0.00,0.00,1.00,1.00,0.00,588,0,0,0,0.00,1138,1138,0,1,0,3,0,6,0,0,0.00,1.00,1,264,0.00,0.00,0,6,2007,0,0,145000,1726,2,224,0,1,1,0
60,0,14598,0,1,0,0,2,0,4,1,0,0,1,6,5,2007,2007,0,0,0,0,2.00,1,0,0,1.00,0.00,3.00,0.00,0.00,894,0,0,0,0.00,894,1933,0,2,1,4,1,9,0,1,2.00,2.00,3,668,0.00,0.00,0,1,2008,0,0,214000,2827,3,118,0,1,1,1
20,0,8872,0,0,0,0,1,0,0,0,0,0,0,5,8,1965,2008,0,0,0,0,1.00,0,0,1,0.00,0.00,0.00,2.00,0.00,912,0,0,0,0.00,912,912,1,1,0,2,1,5,0,0,1.00,0.00,2,576,0.00,0.00,0,12,2008,0,0,147000,1824,2,240,0,1,1,0
120,0,8769,0,0,0,0,1,0,6,0,0,1,0,9,5,2008,2008,1,0,2,1,1.00,2,0,0,2.00,0.00,0.00,1.00,0.00,1702,0,0,0,0.00,1702,1702,1,1,1,1,2,7,0,1,0.00,2.00,3,1052,0.00,0.00,0,10,2008,1,1,367294,3404,3,296,0,1,1,1
80,0,7910,0,0,0,0,0,0,0,0,0,0,3,5,5,1960,1960,1,0,6,2,0.00,0,0,1,0.00,0.00,0.00,2.00,0.00,1075,0,2,0,0.00,1507,1507,0,2,0,4,0,7,4,0,3.00,0.00,1,404,0.00,0.00,0,8,2008,0,0,127000,2582,2,0,0,1,1,0
90,0,18890,0,1,0,0,0,0,7,1,7,2,2,5,5,1977,1977,5,0,4,4,0.00,0,0,1,1.00,0.00,0.00,1.00,1.00,1361,0,0,0,0.00,1361,2620,0,2,2,4,0,12,0,1,2.00,1.00,2,600,0.00,0.00,1,8,2007,0,0,190000,3981,3,324,0,1,1,1
90,0,7728,0,0,0,0,0,0,0,0,0,2,3,5,6,1962,1962,1,0,3,3,1.00,0,0,1,0.00,0.00,1.00,2.00,0.00,1106,0,1,0,0.00,1190,1190,1,1,0,3,0,6,0,0,0.00,0.00,2,540,0.00,0.00,0,5,2006,0,0,132500,2296,2,18,0,1,1,0
90,0,9842,0,0,0,0,3,0,0,0,0,2,0,4,5,1962,1962,0,0,1,2,0.00,0,0,3,1.00,0.00,0.00,1.00,0.00,0,0,1,0,0.00,1224,1224,0,2,0,2,0,6,0,0,4.00,0.00,2,462,0.00,0.00,0,3,2007,0,0,101800,1224,2,0,0,1,0,0
20,0,12160,0,1,0,0,0,0,0,0,0,0,0,5,5,1959,1959,1,0,4,4,1.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1188,0,3,0,0.00,1188,1188,1,1,0,3,0,6,0,0,0.00,1.00,2,531,0.00,0.00,0,5,2010,2,2,142000,2376,2,0,0,1,1,0
70,3,8525,0,0,1,0,0,0,17,0,0,0,1,5,6,1911,1950,0,0,2,1,0.00,0,0,0,0.00,0.00,1.00,0.00,0.00,940,0,1,1,1.00,1024,1964,0,1,1,4,0,7,0,0,0.00,1.00,0,0,0.00,0.00,1,11,2008,0,2,130000,2904,2,192,0,0,1,0
70,0,13132,0,0,0,0,0,0,11,0,0,0,1,5,5,1914,1950,0,0,3,3,0.00,0,0,2,1.00,0.00,3.00,0.00,0.00,747,0,2,0,2.00,892,1784,0,1,1,4,0,9,0,0,1.00,0.00,1,180,1.00,1.00,1,7,2006,0,0,138887,2531,2,243,0,1,1,0
160,0,2628,0,0,0,0,0,0,6,0,0,3,1,7,5,2003,2003,0,0,0,6,2.00,1,0,0,1.00,0.00,0.00,0.00,0.00,764,0,0,0,0.00,764,1626,0,2,1,2,1,6,0,0,2.00,1.00,2,474,0.00,0.00,0,6,2010,0,0,175500,2390,3,27,0,1,1,0
60,0,12393,0,2,0,0,3,0,1,0,0,0,1,7,5,2004,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,847,0,0,0,0.00,847,1948,0,2,1,4,1,8,0,1,2.00,2.00,2,434,0.00,0.00,0,9,2006,0,0,195000,2795,3,148,0,1,1,1
20,0,13072,0,0,0,0,0,0,9,5,0,0,0,6,5,2005,2005,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1141,0,0,0,0.00,1141,1141,0,1,1,3,0,6,0,0,1.00,0.00,2,484,0.00,0.00,0,3,2006,0,2,142500,2282,2,0,0,1,1,0
20,0,9037,0,1,2,0,0,0,14,0,0,0,0,8,5,2006,2006,1,0,0,0,1.00,1,0,0,1.00,0.00,1.00,1.00,0.00,1476,0,0,0,0.00,1484,1484,0,2,0,2,2,6,0,1,0.00,1.00,2,472,0.00,0.00,0,12,2007,0,0,265900,2960,2,153,0,1,1,1
60,0,8158,0,0,0,0,0,0,1,0,0,0,1,7,5,2003,2003,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,884,0,0,0,0.00,884,1768,1,2,1,3,1,8,0,0,0.00,1.00,2,543,0.00,0.00,0,7,2008,0,0,224900,2652,4,63,0,1,1,0
20,0,9849,0,0,0,0,0,0,4,0,0,0,0,7,6,2007,2007,1,0,0,0,2.00,1,0,0,1.00,0.00,1.00,0.00,0.00,1689,0,0,0,0.00,1689,1689,0,2,0,3,1,7,0,0,0.00,1.00,3,954,0.00,0.00,0,6,2007,1,1,248328,3378,2,56,0,1,1,0
85,0,10625,0,0,0,0,0,0,8,0,0,0,4,7,6,1974,1974,0,0,4,4,1.00,0,0,1,1.00,0.00,2.00,1.00,2.00,1053,0,1,0,0.00,1173,1173,1,2,0,3,1,6,0,2,0.00,1.00,2,528,0.00,0.00,0,1,2010,0,3,170000,2226,3,120,0,1,1,1
20,0,13891,0,0,0,0,0,0,6,0,0,0,0,10,5,2006,2006,0,0,0,0,0.00,2,0,0,2.00,1.00,2.00,1.00,0.00,2076,0,0,0,0.00,2076,2076,1,2,1,2,2,7,0,1,0.00,2.00,3,850,0.00,0.00,0,9,2006,1,1,465000,4152,4,445,0,1,1,1
70,0,11435,0,1,2,0,1,1,11,0,0,0,1,8,7,1929,1950,0,0,6,7,0.00,0,0,0,1.00,0.00,0.00,0.00,0.00,792,0,3,0,0.00,792,1517,0,1,0,3,1,7,0,2,1.00,0.00,2,400,0.00,0.00,0,6,2006,0,0,230000,2309,1,0,0,1,1,1
80,0,12090,0,0,0,0,0,0,8,0,0,0,3,6,7,1984,2003,1,0,0,0,1.00,0,0,1,1.00,0.00,0.00,0.00,0.00,585,0,0,0,0.00,1140,1868,0,3,1,3,0,7,0,1,2.00,2.00,2,477,0.00,0.00,0,1,2007,0,2,178000,2453,4,527,0,1,1,1
60,2,8125,0,0,0,0,0,0,4,0,0,0,1,7,5,2005,2006,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,0.00,0.00,756,0,0,0,0.00,756,1553,0,2,1,3,1,6,0,0,0.00,1.00,2,615,0.00,0.00,0,3,2006,1,1,186500,2309,3,45,0,1,1,0
80,0,12328,0,1,0,0,0,0,12,0,0,0,3,6,5,1976,1976,0,0,1,2,1.00,0,0,1,0.00,0.00,1.00,1.00,0.00,1012,0,1,0,0.00,1034,1034,1,1,0,3,0,6,0,0,0.00,0.00,3,888,0.00,0.00,0,5,2010,0,0,169900,2046,2,0,0,1,1,0
75,1,9600,0,0,0,0,0,0,2,0,0,0,6,6,5,1917,1950,0,0,9,9,0.00,0,0,2,1.00,0.00,0.00,4.00,0.00,735,4,3,1,0.00,1134,2058,0,1,1,3,0,8,0,1,1.00,0.00,2,396,1.00,1.00,2,4,2008,0,0,129500,2793,2,259,0,1,1,1
20,0,7200,0,0,0,0,0,0,0,0,0,0,0,5,7,1950,1950,0,0,2,1,0.00,0,0,1,0.00,0.00,0.00,3.00,1.00,876,0,1,0,0.00,988,988,0,1,0,3,0,6,0,0,0.00,0.00,1,276,0.00,0.00,0,5,2007,0,0,119000,1864,1,80,0,1,1,0
20,0,11160,0,0,0,0,1,0,0,0,0,0,0,7,5,1968,1968,1,0,6,8,0.00,1,0,1,0.00,0.00,0.00,2.00,0.00,2110,0,0,0,0.00,2110,2110,1,2,1,3,2,8,0,2,0.00,2.00,2,522,0.00,0.00,0,4,2010,0,0,244000,4220,4,0,0,1,1,1
120,0,3136,0,1,0,0,1,0,6,0,0,1,0,7,5,2003,2003,0,0,0,6,2.00,1,0,0,1.00,0.00,0.00,0.00,0.00,1405,0,0,0,0.00,1405,1405,0,2,0,2,1,6,0,1,0.00,1.00,2,478,0.00,0.00,0,3,2006,0,0,171750,2810,2,184,0,1,1,1
20,0,9858,0,0,0,0,0,0,12,0,0,0,0,5,6,1968,1968,0,0,1,2,0.00,0,0,1,0.00,0.00,0.00,3.00,0.00,864,0,1,0,0.00,874,874,1,1,0,3,0,5,0,0,0.00,1.00,1,288,0.00,0.00,0,11,2009,0,0,130000,1738,2,33,0,1,1,0
60,0,17542,0,1,0,0,0,0,22,0,0,0,1,7,7,1974,2003,0,0,3,3,0.00,1,0,1,0.00,0.00,2.00,5.00,4.00,1192,0,1,0,0.00,1516,2167,1,2,1,3,1,9,0,2,0.00,1.00,2,518,0.00,0.00,0,7,2007,0,0,294000,3359,4,267,0,1,1,1
60,0,6931,0,0,0,0,0,0,3,0,0,0,1,7,5,2003,2004,0,0,0,0,2.00,1,0,0,1.00,0.00,0.00,0.00,0.00,746,0,0,0,0.00,760,1656,0,2,1,3,1,7,0,1,2.00,2.00,2,397,0.00,0.00,0,7,2008,0,0,165400,2402,3,306,0,1,1,1
50,1,6240,0,0,0,0,0,0,10,0,0,0,2,6,6,1931,1950,0,0,3,3,0.00,0,0,2,0.00,2.00,0.00,5.00,0.00,884,0,1,0,1.00,959,1367,0,1,0,3,0,6,0,1,1.00,0.00,1,560,0.00,0.00,0,11,2007,0,0,127500,2251,1,120,0,1,1,1
20,0,14303,0,1,0,0,1,0,13,0,0,0,0,8,5,1994,1994,1,0,1,2,1.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1986,0,0,0,0.00,1987,1987,1,2,0,2,1,7,0,1,0.00,2.00,2,691,0.00,0.00,0,8,2008,0,0,301500,3973,3,298,0,1,1,1
30,0,4060,0,0,0,0,1,0,3,1,0,0,0,5,8,1922,1950,0,0,3,3,0.00,0,0,0,3.00,0.00,0.00,0.00,0.00,864,0,0,0,0.00,864,864,0,1,0,2,0,4,0,0,0.00,1.00,0,0,0.00,0.00,0,7,2009,0,0,99900,1728,1,96,0,0,1,0
80,0,9587,0,1,0,0,0,0,5,0,0,0,3,7,5,2005,2005,0,0,0,0,2.00,1,0,0,1.00,0.00,2.00,1.00,0.00,856,0,0,0,0.00,1166,1166,1,2,0,2,1,5,0,0,0.00,2.00,2,400,0.00,0.00,0,7,2008,0,0,190000,2022,3,212,0,1,1,0
20,0,9750,0,0,0,0,3,0,0,0,0,0,0,6,8,1969,1969,0,0,1,2,0.00,0,0,1,1.00,0.00,0.00,2.00,2.00,1054,0,2,0,0.00,1054,1054,1,1,1,3,0,6,0,0,0.00,0.00,2,460,0.00,0.00,0,7,2008,0,0,151000,2108,3,260,0,1,1,0
60,0,24682,0,3,0,0,2,0,5,3,0,0,1,6,5,1999,1999,0,0,0,0,0.00,0,0,0,1.00,0.00,0.00,0.00,0.00,841,0,0,0,0.00,892,1675,0,2,1,3,0,7,0,1,2.00,2.00,2,502,0.00,0.00,0,6,2009,0,0,181000,2516,3,103,0,1,1,1
20,0,9600,0,0,0,0,0,0,0,0,0,0,0,5,6,1956,1956,1,0,2,1,0.00,0,0,1,0.00,0.00,0.00,4.00,0.00,1050,0,2,0,0.00,1050,1050,0,1,0,2,0,5,0,0,0.00,0.00,1,338,0.00,0.00,0,6,2009,0,0,128900,2100,1,0,0,1,1,0
50,0,11250,0,0,0,0,0,0,16,0,0,0,2,4,5,1957,1989,0,0,3,3,0.00,0,0,1,0.00,0.00,1.00,0.00,0.00,1104,0,0,0,1.00,1104,1788,1,1,0,5,0,8,1,2,0.00,0.00,1,304,0.00,0.00,0,11,2009,0,0,161500,2892,2,120,0,1,1,1
70,0,13515,0,0,0,0,0,0,10,0,0,0,1,6,6,1919,1950,3,0,3,3,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,764,0,0,0,1.00,1060,1824,0,1,0,3,0,8,0,1,1.00,0.00,2,520,0.00,0.00,1,7,2007,0,0,180500,2588,1,126,0,1,1,1
120,3,4060,0,0,0,0,0,0,0,0,0,1,0,6,5,1998,1999,0,0,2,1,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1405,0,0,0,0.00,1337,1337,1,2,0,2,1,5,0,0,0.00,2.00,2,511,0.00,0.00,0,8,2008,2,2,181000,2742,3,212,0,1,1,0
160,2,3735,0,0,0,0,4,0,4,0,0,1,1,7,5,1999,1999,1,0,2,1,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,691,0,0,0,0.00,713,1452,1,2,1,3,1,6,0,0,1.00,0.00,2,506,0.00,0.00,0,3,2006,0,0,183900,2143,4,34,0,1,1,0
190,1,10120,0,1,1,0,0,0,2,1,0,4,6,7,4,1910,1950,1,0,3,3,0.00,3,0,1,0.00,0.00,0.00,0.00,0.00,925,0,1,1,2.00,964,1889,0,1,1,4,0,9,0,1,1.00,0.00,1,308,0.00,0.00,1,1,2007,0,0,122000,2814,2,264,0,1,1,1
20,0,13214,0,1,2,0,0,0,14,0,0,0,0,9,5,2008,2009,1,0,8,5,0.00,2,0,0,2.00,0.00,2.00,0.00,0.00,2002,0,0,0,0.00,2018,2018,0,2,0,3,2,10,0,1,0.00,2.00,3,746,0.00,0.00,0,5,2010,0,0,378500,4020,2,220,0,1,1,1
50,0,14100,0,1,0,0,0,1,11,0,0,0,2,8,9,1935,1997,0,0,8,7,1.00,0,1,1,0.00,0.00,3.00,4.00,0.00,728,0,0,0,0.00,1968,3447,0,3,1,4,1,11,0,2,2.00,0.00,3,1014,0.00,0.00,0,5,2008,0,0,381000,4175,4,326,0,1,1,1
50,0,11344,0,0,0,0,0,0,0,1,0,0,2,5,5,1958,1958,0,0,2,1,1.00,0,0,1,0.00,0.00,0.00,3.00,0.00,874,1,1,0,1.00,874,1524,0,1,1,3,0,7,0,0,0.00,0.00,1,315,0.00,0.00,0,7,2007,0,0,144000,2398,2,0,0,1,1,0
40,0,23595,0,0,3,0,0,2,16,0,0,0,0,7,6,1979,1979,5,3,4,4,0.00,1,0,0,1.00,0.00,2.00,1.00,0.00,1332,0,1,0,0.00,1332,1524,2,0,1,0,1,4,0,1,0.00,2.00,2,586,0.00,0.00,0,4,2010,0,0,260000,2856,3,268,0,1,1,1
20,0,9156,0,1,0,0,0,0,8,4,0,0,0,6,7,1968,1968,1,0,6,8,0.00,0,0,1,0.00,0.00,0.00,0.00,0.00,1489,0,2,0,0.00,1489,1489,0,2,0,3,1,7,0,1,0.00,1.00,2,462,0.00,0.00,0,8,2009,0,0,185750,2978,2,0,0,1,1,1
20,0,13526,0,1,0,0,2,0,7,0,0,0,0,5,6,1965,1965,1,0,1,4,1.00,0,0,1,0.00,0.00,0.00,3.00,2.00,935,0,1,0,0.00,935,935,1,1,0,3,0,5,0,0,0.00,0.00,1,288,0.00,0.00,0,11,2006,0,0,137000,1870,2,180,0,1,1,0
80,0,11512,0,1,0,0,1,0,3,0,0,0,3,6,7,1959,2006,0,0,4,4,1.00,0,0,1,0.00,0.00,1.00,2.00,0.00,1019,0,2,0,0.00,1357,1357,1,1,0,2,2,5,0,1,3.00,1.00,1,312,0.00,0.00,0,5,2008,0,0,177000,2376,2,163,0,1,1,1
50,0,5362,0,0,0,0,1,0,11,0,0,0,2,5,6,1910,2003,0,0,3,6,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,661,0,0,0,0.00,661,1250,0,2,0,3,0,8,0,1,1.00,0.00,2,552,0.00,0.00,0,11,2007,0,0,139000,1911,2,323,0,1,1,1
90,0,11345,0,0,0,0,1,0,0,1,0,2,1,5,5,1948,1950,0,5,9,9,2.00,0,0,1,0.00,0.00,0.00,4.00,0.00,928,0,2,0,1.00,928,1920,0,2,0,4,0,10,0,0,1.00,0.00,2,400,0.00,1.00,0,7,2007,0,0,137000,2848,2,0,0,1,1,0
60,0,12936,0,1,0,0,2,0,8,0,0,0,1,6,6,1972,1972,0,0,1,4,0.00,0,0,1,0.00,1.00,0.00,3.00,0.00,723,0,1,0,0.00,735,1395,0,1,1,3,0,6,0,1,0.00,0.00,2,497,0.00,0.00,0,12,2009,0,0,162000,2118,2,410,0,1,1,1
80,0,17871,0,1,0,0,2,0,8,0,0,0,3,6,5,1967,1976,0,0,1,2,1.00,0,0,1,1.00,0.00,1.00,2.00,0.00,1680,0,3,0,0.00,1724,1724,1,1,1,3,0,7,0,1,0.00,1.00,2,480,0.00,0.00,0,6,2009,0,0,197900,3404,3,0,0,1,1,1
60,0,9473,0,0,0,0,0,0,1,0,0,0,1,8,5,2002,2002,0,0,0,0,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1128,0,0,0,0.00,1128,2031,1,2,1,3,1,7,0,1,0.00,1.00,2,577,0.00,0.00,0,3,2008,0,0,237000,3159,4,211,0,1,1,1
50,4,7500,0,0,0,0,0,0,15,0,0,0,2,4,4,1920,1950,0,0,2,1,0.00,0,1,1,0.00,0.00,0.00,0.00,0.00,698,0,1,0,1.00,698,1128,0,1,0,2,0,6,0,0,1.00,1.00,2,528,0.00,0.00,0,4,2010,2,2,68400,1826,1,194,0,1,1,0
20,0,9808,0,1,0,0,0,0,1,0,0,0,0,7,5,2002,2002,0,0,0,0,1.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1573,0,0,0,0.00,1573,1573,1,2,0,3,1,6,0,0,0.00,1.00,2,544,0.00,0.00,0,3,2009,0,0,227000,3146,3,72,0,1,1,0
20,0,8049,0,1,0,0,2,0,14,0,0,0,0,7,5,1990,1990,1,0,1,2,1.00,0,0,1,1.00,0.00,0.00,2.00,0.00,1309,0,1,0,0.00,1339,1339,1,2,0,2,0,6,0,1,0.00,2.00,2,484,2.00,2.00,0,7,2006,0,0,180000,2648,3,148,0,1,1,1
20,0,8800,0,1,0,0,0,0,1,0,0,0,0,5,7,1977,2008,0,0,1,2,0.00,0,0,1,1.00,0.00,3.00,5.00,1.00,1040,0,1,0,0.00,1040,1040,0,2,0,3,1,5,0,0,1.00,0.00,2,484,0.00,0.00,0,9,2009,0,0,150500,2080,2,288,0,1,1,0
90,0,9400,0,0,3,0,1,0,12,0,0,2,1,6,5,1971,1971,4,0,2,6,0.00,0,0,1,0.00,0.00,1.00,0.00,0.00,912,0,1,0,0.00,912,1824,0,2,2,4,0,8,0,0,0.00,1.00,0,0,0.00,0.00,0,4,2010,0,0,139000,2736,3,128,0,0,1,0
50,0,9638,0,0,0,0,0,0,17,1,0,0,2,6,7,1919,1990,0,0,3,6,0.00,0,0,0,0.00,0.00,0.00,0.00,0.00,804,0,0,0,0.00,1699,2447,0,2,0,4,1,10,1,1,1.00,0.00,1,336,0.00,0.00,0,3,2010,0,0,169000,3251,2,430,0,1,1,1
50,1,6000,0,0,0,0,0,0,10,0,0,0,2,6,6,1939,1950,0,0,2,1,0.00,0,2,1,0.00,0.00,0.00,0.00,0.00,780,0,0,0,2.00,825,1412,0,1,0,4,0,6,0,1,1.00,0.00,1,280,0.00,0.00,0,5,2009,0,0,132500,2192,1,45,0,1,1,1
20,0,9790,0,0,0,0,0,0,8,1,0,0,0,6,5,1963,1963,1,0,1,2,1.00,0,0,1,0.00,0.00,0.00,2.00,1.00,1328,0,1,0,0.00,1328,1328,1,1,1,3,0,6,0,2,0.00,0.00,2,528,0.00,0.00,0,6,2010,0,0,143000,2656,3,26,0,1,1,1
20,0,36500,0,1,3,0,0,1,16,0,0,0,0,5,5,1964,1964,0,0,3,3,3.00,0,1,1,0.00,0.00,1.00,4.00,0.00,1624,0,3,0,0.00,1582,1582,0,2,0,4,0,7,0,0,0.00,0.00,2,390,0.00,0.00,1,6,2006,0,0,190000,3206,3,366,0,1,1,0
120,0,5664,0,1,0,0,0,0,18,0,0,1,0,8,5,2000,2000,0,0,5,5,0.00,1,0,0,1.00,0.00,0.00,1.00,0.00,1501,0,0,0,0.00,1659,1659,1,2,0,2,2,5,0,1,0.00,2.00,2,499,0.00,0.00,0,10,2009,0,0,278000,3160,3,271,0,1,1,1
60,0,11065,0,1,0,0,0,0,6,0,0,0,1,8,5,2006,2006,0,0,0,0,2.00,1,0,0,1.00,0.00,3.00,0.00,0.00,1085,0,0,0,0.00,1120,1970,0,2,1,3,2,8,0,1,2.00,2.00,3,753,0.00,0.00,0,10,2006,1,1,281000,3055,3,251,0,1,1,1
80,0,14112,0,1,0,0,1,0,0,0,0,0,3,5,7,1964,1964,1,0,3,2,1.00,0,0,0,0.00,0.00,1.00,1.00,0.00,1152,0,1,0,0.00,1152,1152,1,1,0,3,0,6,0,1,0.00,1.00,2,484,0.00,0.00,0,4,2010,0,0,180500,2304,2,227,0,1,1,1
