"Id","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","_stFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_sf","haspool","hasgarage","hasbsmt","hasfireplace"
1046,20,"0",13680,"0",,"1","0","0","2","0","3","0","0","0","0",3,5,1955,1955,"1","0","6","3","0","0","0","3",,,,,,0,"0","0","0","1",1733,1733,0,2,0,4,"0",8,"1",1,"0","0","0",2,452,"0","0","0",,,,6,2009,"0","0",139600,1733,2,0,0,1,0,1
1047,60,"0",16056,"0",,"1","0","0","0","0","18","0","0","0","1",9,5,2005,2006,"1","0","5","5","2","1","0","0","2","0","1","1","0",1992,"0","0","0","0",1992,2868,0,3,1,4,"2",11,"0",1,"0","2","2",3,716,"0","0","0",,,,7,2006,"1","1",556581,4860,4,322,0,1,1,1
1048,20,"0",9245,"0",,"2","0","0","0","0","1","0","0","0","0",5,5,1994,1995,"0","0","0","0","0","0","0","0","1","0","0","1","0",990,"0","0","0","0",990,990,0,1,0,3,"0",5,"0",0,,"1","0",2,672,"0","0","0",,,,2,2008,"0","0",145000,1980,2,0,0,1,1,0
1049,20,"0",21750,"0",,"0","0","0","0","0","12","0","0","0","0",5,4,1960,2006,"1","0","1","2","1","0","2","3",,,,,,0,"0","1","0","0",1771,1771,0,1,0,3,"0",9,"2",1,"1","0","0",2,336,"0","0","0",,"1",,11,2009,"0","0",115000,1771,1,0,0,1,0,1
1050,20,"0",11100,"0",,"0","3","0","0","0","3","0","0","0","0",4,7,1946,2006,"0","0","2","1","0","0","0","1",,,,,,0,"0","0","0","0",930,930,0,1,0,2,"1",6,"0",0,,"1","0",1,308,"0","0","0",,,,4,2010,"0","2",84900,930,1,0,0,1,0,0
1051,20,"0",8993,"0",,"1","0","0","0","0","5","0","0","0","0",7,5,2007,2007,"0","0","0","0","0","1","0","0","1","0","1","0","0",1302,"0","0","0","0",1302,1302,0,2,0,3,"1",6,"0",0,,"0","2",2,436,"0","0","0",,,,8,2007,"1","1",176485,2604,2,22,0,1,1,0
1052,20,"0",11175,"0",,"1","0","0","1","0","1","0","0","0","0",7,5,2007,2007,"0","0","0","0","0","1","0","0","1","0","1","0","0",1316,"0","0","0","0",1316,1316,0,2,0,3,"1",6,"0",1,"0","0","2",2,440,"0","0","0",,,,10,2007,"1","1",200141,2632,2,20,0,1,1,1
1053,60,"0",9500,"0",,"0","0","0","1","0","0","2","0","0","1",6,6,1964,1978,"0","0","0","0","3","0","0","1","0","0","0","4","0",816,"0","1","0","0",1127,1977,0,1,1,4,"0",9,"0",1,"1","0","1",2,540,"0","0","0",,"1",,6,2007,"0","0",165000,2793,2,52,0,1,1,1
1054,20,"0",8562,"0",,"0","0","0","0","1","3","0","0","0","0",5,6,1957,2002,"1","0","1","2","2","0","0","1","0","0","1","4","0",1216,"0","0","0","1",1526,1526,0,1,0,4,"0",7,"1",1,"0","3","0",1,364,"0","0","0",,,,5,2010,"0","0",144500,2742,1,194,0,1,1,1
1055,60,"0",11367,"0",,"0","0","0","1","0","1","0","0","0","1",8,5,2002,2002,"0","0","0","0","1","1","0","0","1","0","3","1","0",1065,"0","0","0","0",1091,1989,1,2,1,3,"1",7,"0",1,"0","0","2",2,586,"0","0","0",,,,11,2006,"0","0",255000,3054,4,259,0,1,1,1
1056,20,"0",11361,"0",,"0","0","0","0","0","8","0","0","0","0",6,5,1976,1976,"0","0","4","4","1","0","0","1","1","0","0","2","0",1193,"0","1","0","0",1523,1523,0,2,0,3,"0",7,"0",1,"1","0","2",2,478,"0","0","0",,"0",,5,2008,"2","2",180000,2716,3,189,0,1,1,1
1057,120,"0",7052,"0",,"1","0","0","0","0","6","0","0","1","0",7,5,2005,2005,"0","0","0","0","2","1","0","0","1","0","1","1","0",1364,"0","0","0","0",1364,1364,1,2,0,2,"1",6,"0",1,"0","0","1",2,484,"0","0","0",,,,6,2006,"0","0",185850,2728,3,228,0,1,1,1
1058,60,"0",29959,"0",,"2","0","0","3","0","13","0","0","0","1",7,6,1994,1994,"0","0","1","2","0","1","0","0","1","0","0","1","0",973,"0","0","0","0",979,1850,0,2,1,3,"1",7,"0",1,"0","2","2",2,467,"0","0","0",,,,1,2009,"0","0",248000,2823,3,266,0,1,1,1
1059,60,"0",11308,"0",,"1","0","0","0","0","6","0","0","0","1",9,5,2008,2008,"0","0","0","0","2","2","0","0","2","0","1","1","0",1104,"0","0","0","0",1130,2184,1,2,1,3,"2",10,"0",1,"0","0","2",3,836,"0","0","0",,,,7,2009,"0","0",335000,3288,4,102,0,1,1,1
1060,50,"0",11275,"0",,"1","2","0","1","1","11","0","0","0","2",6,7,1932,1950,"0","0","2","1","1","0","0","1","0","0","3","4","2",854,"0","1","0","0",1096,1991,0,1,1,3,"0",7,"0",1,"0","1","0",2,432,"0","1","0",,,,3,2007,"0","0",220000,2845,2,19,0,1,1,1
1061,120,"0",4920,"0",,"0","0","0","0","0","18","0","0","1","0",8,5,2001,2001,"0","0","5","5","0","1","0","0","1","0","3","1","0",1338,"0","0","0","0",1338,1338,1,2,0,2,"1",6,"0",0,,"0","2",2,582,"0","0","0",,,,4,2010,"0","0",213500,2676,3,170,0,1,1,0
1062,30,"4",18000,"1",,"0","3","0","0","0","15","0","0","0","0",3,4,1935,1950,"0","0","2","1","0","3","0","1","0","0","0","0","0",894,"0","1","0","0",894,894,0,1,0,2,"0",6,"0",0,,"1","1",3,1248,"0","0","0",,,"0",8,2008,"3","0",81000,1788,1,20,0,1,1,0
1063,190,"1",13600,"0","0","0","0","0","0","0","2","0","0","4","1",5,5,1900,1950,"0","0","3","3","0","0","0","2","0","0","0","0","0",662,"0","1","1","0",1422,2337,0,2,0,5,"0",10,"1",0,,"1","0",2,560,"0","0","0",,,,9,2007,"0","0",90000,2999,2,57,0,1,1,0
1064,30,"1",6000,"0",,"0","0","0","0","0","2","2","0","0","0",6,6,1925,1980,"0","0","2","1","0","0","1","2","0","0","0","3","0",1103,"0","2","0","0",1103,1103,0,1,0,2,"1",5,"0",1,"0","1","0",2,440,"0","0","0",,"0",,7,2006,"0","0",110500,2206,1,286,0,1,1,1
1065,20,"0",11000,"0",,"1","0","0","2","0","0","0","0","0","0",5,6,1966,1966,"0","0","4","4","1","0","0","1","0","0","3","3","1",1154,"0","0","0","0",1154,1154,0,1,1,3,"0",6,"0",1,"4","0","1",2,480,"0","0","0",,"0",,11,2009,"0","0",154000,2308,2,58,0,1,1,1
1066,60,"0",14000,"0",,"0","0","0","0","1","16","0","0","0","1",7,5,1996,1997,"0","0","3","3","0","1","0","0","2","0","2","1","0",1306,"0","0","0","0",1306,2260,1,2,1,3,"1",7,"0",0,,"0","1",2,533,"0","0","0",,,,4,2010,"0","0",328000,3566,4,340,0,1,1,0
1067,60,"0",7837,"0",,"1","0","0","0","0","5","0","0","0","1",6,7,1993,1994,"0","0","0","0","0","1","0","0","1","0","0","0","0",799,"0","2","0","0",799,1571,0,2,1,3,"0",7,"0",1,"1","0","1",2,380,"0","0","0",,,,5,2009,"0","0",178000,2370,3,40,0,1,1,1
1068,60,"0",9760,"0",,"0","0","0","0","1","0","0","0","0","1",6,6,1964,1964,"0","0","1","2","1","0","0","1","0","0","2","1","2",780,"0","1","0","0",798,1611,1,1,1,4,"0",7,"0",0,,"0","1",2,442,"0","0","0",,,,6,2008,"0","0",167900,2391,3,645,0,1,1,0
1069,160,"1",3964,"0",,"0","0","0","0","0","19","0","0","1","1",6,4,1973,1973,"0","0","5","5","0","0","0","1","1","0","0","2","0",942,"0","2","0","0",1291,2521,1,2,1,5,"0",10,"4",1,"0","0","2",2,576,"0","0","0",,"1",,6,2006,"0","0",151400,3463,4,748,0,1,1,1
1070,45,"0",9600,"0",,"0","0","0","0","0","0","0","0","0","5",5,7,1949,2003,"0","0","2","1","0","0","0","1","0","0","0","2","0",845,"0","1","0","0",893,893,0,1,0,2,"1",4,"0",0,,"1","0",2,576,"0","0","0",,,,5,2007,"0","0",135000,1738,2,0,0,1,1,0
1071,20,"0",10152,"0",,"0","0","0","0","0","0","0","0","0","0",5,5,1956,1956,"1","0","2","1","1","0","0","1","0","0","0","3","0",1048,"0","1","0","0",1048,1048,1,1,0,3,"0",6,"0",0,,"0","0",1,286,"0","0","0",,,,6,2007,"0","0",135000,2096,2,212,0,1,1,0
1072,60,"0",11700,"0",,"0","0","0","0","0","8","3","0","0","1",6,6,1968,1968,"0","0","2","1","0","0","0","1","0","0","0","4","0",727,"0","0","0","0",829,1556,0,1,1,4,"0",8,"0",0,,"0","0",2,441,"0","0","0",,,,5,2009,"0","0",154000,2283,2,0,0,1,1,0
1073,50,"0",7585,"0",,"0","0","0","0","0","3","2","0","0","2",5,3,1948,1950,"0","0","2","1","0","0","0","1","3","2","3","0","0",810,"0","3","0","1",1002,1456,1,1,0,4,"0",7,"0",1,"1","1","0",1,280,"0","0","2",,,,8,2006,"0","0",91500,2266,3,0,0,1,1,1
1074,60,"0",7950,"0",,"1","1","0","1","0","3","0","0","0","1",6,6,1977,1977,"1","0","1","4","1","0","0","1","0","0","0","3","0",690,"0","1","0","0",698,1426,0,1,1,3,"0",6,"0",0,,"0","2",2,440,"0","0","0",,"0",,7,2009,"0","0",159500,2116,2,252,0,1,1,0
1075,20,"0",8556,"0",,"0","0","0","0","0","1","0","0","0","0",7,5,2006,2006,"0","0","0","0","0","1","0","0","1","0","1","0","0",1240,"0","0","0","0",1240,1240,0,2,0,2,"1",5,"0",0,,"0","1",3,826,"0","0","0",,,,5,2007,"0","0",194000,2480,2,233,0,1,1,0
1076,70,"0",13125,"0",,"0","0","0","0","0","11","0","0","0","1",7,6,1940,1984,"0","0","3","3","0","0","0","1","0","0","0","3","0",800,"0","1","0","0",960,1740,0,1,1,3,"0",6,"0",2,"0","0","0",1,240,"0","0","0",,,,7,2007,"6","0",219500,2540,2,0,0,1,1,1
1077,50,"0",10800,"0","0","0","0","0","0","0","2","0","0","0","2",5,8,1936,1989,"0","0","3","3","0","0","0","1","3","0","0","2","0",796,"0","2","0","0",1096,1466,0,2,0,3,"1",7,"2",1,"1","0","0",2,566,"0","0","0",,,"0",4,2006,"0","0",170000,2262,3,457,0,1,1,1
1078,20,"0",15870,"0",,"1","0","0","1","0","0","0","0","0","0",5,5,1969,1969,"0","0","0","4","0","0","0","1","0","0","3","3","1",1096,"0","0","0","0",1096,1096,1,1,0,3,"0",6,"0",0,,"0","2",1,299,"0","0","0",,,,3,2006,"0","2",138800,2192,2,272,0,1,1,0
1079,120,"1",4435,"0",,"0","0","0","0","0","1","0","0","1","0",6,5,2004,2004,"0","0","0","0","1","1","0","0","1","0","3","1","0",848,"0","0","0","0",848,848,1,1,0,1,"1",3,"0",1,"0","0","1",2,420,"0","0","0",,,,5,2006,"0","0",155900,1696,2,140,0,1,1,1
1080,20,"0",8775,"0",,"0","0","0","0","0","1","0","0","0","0",5,5,1994,1994,"0","0","0","0","0","0","0","0","1","0","0","1","0",990,"0","2","0","0",990,990,0,1,0,3,"0",5,"0",0,,"0","0",1,299,"0","0","0",,,,4,2007,"0","0",126000,1980,1,64,0,1,1,0
1081,20,"0",11040,"0",,"0","0","0","0","0","8","0","0","0","0",6,7,1971,2004,"0","0","0","0","1","1","1","1","0","0","0","2","0",1258,"0","0","0","0",1258,1258,0,2,0,3,"1",5,"0",0,,"0","1",2,528,"0","0","0",,,,10,2008,"2","2",145000,2516,3,271,0,1,1,0
1082,20,"0",7500,"0",,"0","0","0","1","0","7","1","0","0","0",5,5,1963,1963,"0","0","1","2","0","0","0","1","0","0","0","2","0",1040,"0","3","0","0",1040,1040,1,1,1,3,"0",5,"0",0,,"0","2",1,308,"0","0","0",,"0",,6,2010,"0","0",133000,2080,3,220,0,1,1,0
1083,20,"0",8749,"0",,"0","0","0","0","0","1","0","0","0","0",7,5,2002,2002,"0","0","0","0","1","1","0","0","1","0","0","0","0",1459,"0","0","0","0",1459,1459,0,2,0,3,"1",6,"0",1,"0","0","1",2,527,"0","0","0",,,,9,2007,"0","0",192000,2918,2,231,0,1,1,1
1084,20,"0",8800,"0",,"0","0","0","0","0","0","0","0","0","0",6,6,1964,1964,"1","0","1","2","1","0","0","1","0","0","0","3","0",1251,"0","1","0","0",1251,1251,1,1,0,3,"0",6,"0",2,"0","0","1",1,461,"0","0","0",,"0","0",3,2006,"0","0",160000,2502,2,116,0,1,1,1
1085,60,"0",13031,"0",,"2","0","0","1","0","5","0","0","0","1",6,5,1995,1996,"0","0","1","2","0","0","0","0","1","0","0","2","0",691,"0","2","0","0",691,1498,0,2,1,3,"0",6,"0",1,"1","0","2",2,409,"0","0","0",,,,7,2006,"0","0",187500,2189,3,359,0,1,1,1
1086,85,"0",9069,"0",,"0","0","0","0","0","9","0","0","0","4",6,6,1992,1992,"0","0","1","2","0","0","0","0","1","0","1","1","0",936,"0","0","0","0",996,996,1,1,0,2,"1",5,"0",0,,"0","0",2,564,"0","0","0",,,,4,2010,"0","0",147000,1932,2,120,0,1,1,0
1087,160,"1",1974,"0",,"0","0","0","0","0","19","0","0","1","1",4,5,1973,1973,"0","0","5","5","0","0","0","1","0","0","0","3","0",546,"0","1","0","0",546,1092,0,1,1,3,"0",6,"0",0,,"0","1",1,286,"0","0","0",,,,5,2010,"0","0",83500,1638,2,216,0,1,1,0
1088,60,"2",10574,"0",,"0","0","0","0","0","4","0","0","0","1",8,5,2005,2006,"0","0","0","0","0","1","0","0","1","0","3","0","0",1082,"0","0","0","0",1082,1953,0,2,1,3,"1",9,"0",1,"0","0","1",3,1043,"0","0","0",,,,5,2009,"0","0",252000,3035,3,210,0,1,1,1
1089,160,"1",2522,"0",,"0","0","0","0","0","3","0","0","3","1",7,5,2004,2004,"0","0","0","0","2","1","0","0","1","0","0","0","0",970,"0","0","0","0",970,1709,0,2,0,3,"1",7,"4",0,,"1","0",2,380,"0","0","0",,,,4,2006,"0","0",137500,2679,2,40,0,1,1,0
1090,120,"2",3316,"0","1","1","0","0","0","0","4","0","0","1","0",8,5,2005,2005,"0","0","2","1","0","1","0","0","1","0","0","1","0",1247,"0","0","0","0",1247,1247,1,1,1,1,"1",4,"0",1,"0","0","2",2,550,"0","0","0",,,,4,2006,"0","0",197000,2494,3,84,0,1,1,1
1091,90,"0",8544,"0",,"0","0","0","1","0","0","0","0","2","0",3,4,1950,1950,"0","0","6","8","0","0","0","3",,,,,,0,"3","3","1","1",1040,1040,0,2,0,2,"0",6,"0",0,,"1","0",2,400,"0","0","0",,,,6,2009,"0","0",92900,1040,2,0,0,1,0,0
1092,160,"2",2160,"0","1","0","0","0","0","0","4","0","0","3","1",7,5,1999,2000,"0","0","2","1","1","1","0","0","1","0","0","3","0",600,"0","0","0","0",624,1252,1,2,1,2,"1",4,"0",0,,"1","0",2,462,"0","0","0",,,,3,2008,"0","0",160000,1852,4,48,0,1,1,0
1093,50,"0",8400,"0",,"0","1","0","0","0","17","0","0","0","2",6,5,1925,1950,"0","0","2","1","0","0","0","0","0","0","0","4","0",1181,"0","3","0","0",1390,1694,0,2,0,4,"0",7,"0",1,"0","1","0",2,576,"0","0","0",,,,6,2008,"0","0",136500,2875,2,470,0,1,1,1
1094,20,"0",9230,"0",,"0","0","0","1","0","0","1","0","0","0",5,8,1965,1998,"1","0","2","1","1","0","0","1","0","0","3","1","0",864,"0","2","0","0",1200,1200,1,1,1,1,"1",6,"0",0,,"1","0",2,884,"0","0","0",,"0",,10,2006,"0","0",146000,2064,3,64,0,1,1,0
1095,20,"0",5868,"0",,"0","0","0","0","0","0","0","0","0","0",5,7,1956,2000,"0","0","2","1","0","0","0","1","0","0","0","3","1",936,"0","0","0","0",936,936,1,1,0,2,"0",4,"0",0,,"0","2",1,308,"0","0","0",,,,5,2010,"0","0",129000,1872,2,240,0,1,1,0
1096,20,"0",9317,"0",,"1","0","0","0","0","1","0","0","0","0",6,5,2006,2006,"0","0","0","0","0","1","0","0","1","0","0","1","0",1314,"0","2","0","0",1314,1314,0,2,0,3,"1",6,"0",1,"0","0","1",2,440,"0","0","0",,,,3,2007,"0","0",176432,2628,2,22,0,1,1,1
1097,70,"1",6882,"0",,"0","0","0","0","0","15","0","0","0","1",6,7,1914,2006,"0","0","3","3","0","0","0","0","0","0","0","0","0",684,"0","1","0","0",773,1355,0,1,1,3,"1",7,"0",0,,,,0,0,,,"0",,,,3,2007,"0","0",127000,2039,2,251,0,0,1,0
1098,120,"0",3696,"0",,"0","0","0","0","0","18","0","0","1","0",8,5,1986,1986,"0","0","1","2","0","1","0","1","1","0","0","0","0",1074,"0","0","0","0",1088,1088,0,1,1,2,"1",5,"0",0,,"0","1",2,461,"0","0","0",,,,10,2007,"0","0",170000,2162,2,211,0,1,1,0
1099,50,"1",6000,"0",,"0","0","0","0","0","10","0","0","0","2",4,6,1936,1950,"0","0","2","1","0","0","0","2","0","0","0","3","0",672,"0","1","0","0",757,1324,0,1,0,3,"0",6,"0",0,,"1","0",1,240,"0","0","0",,,,7,2009,"0","0",128000,1996,1,0,0,1,1,0
1100,20,"0",11880,"0",,"1","0","0","0","0","8","3","0","0","0",7,5,1978,1978,"0","0","4","4","1","0","0","1","1","0","0","2","0",1271,"0","1","0","0",1601,1601,0,2,0,3,"0",7,"0",1,"1","0","1",2,478,"0","0","0",,,,4,2009,"2","2",157000,2872,2,0,0,1,1,1
1101,30,"0",8400,"0",,"0","1","0","0","0","17","0","0","0","0",2,5,1920,1950,"0","0","3","3","0","0","0","1","0","2","0","4","0",290,"0","1","1","2",438,438,0,1,0,1,"3",3,"0",0,,"1","0",1,246,"0","0","1",,,,1,2009,"0","0",60000,728,1,0,0,1,1,0
1102,20,"0",9758,"0",,"1","0","0","0","0","0","0","0","0","0",5,5,1971,1971,"0","0","1","1","0","0","0","1","0","0","0","3","2",950,"0","1","0","0",950,950,0,1,0,3,"0",5,"0",0,,"1","0",1,280,"0","0","0",,,,7,2007,"0","0",119500,1900,1,0,0,1,1,0
1103,20,"0",7000,"0",,"0","0","0","0","0","0","0","0","0","0",5,7,1960,2002,"0","0","3","3","1","0","0","1","0","0","0","4","0",1010,"0","0","0","0",1134,1134,0,1,0,2,"0",6,"0",0,,"0","1",1,254,"0","0","0",,"3",,4,2007,"0","3",135000,2144,1,16,0,1,1,0
1104,20,"0",8910,"0",,"0","0","0","1","0","0","0","0","0","0",6,6,1959,1959,"1","0","6","8","0","0","0","1","0","0","3","2","0",655,"0","0","0","0",1194,1194,0,1,0,3,"0",6,"0",1,"2","2","2",2,539,"0","0","0",,,,7,2006,"0","0",159500,1849,2,192,0,1,1,1
1105,160,"1",2016,"0",,"0","0","0","0","0","21","0","0","1","1",5,5,1970,1970,"0","0","1","2","1","0","0","1","0","0","0","0","0",630,"0","1","0","0",630,1302,0,2,1,3,"0",6,"0",0,,"1","0",2,440,"0","0","0",,,,4,2007,"0","0",106000,1932,3,0,0,1,1,0
1106,60,"0",12256,"0",,"1","0","0","1","0","13","0","0","0","1",8,5,1994,1995,"0","0","1","2","1","1","0","0","2","0","1","1","0",1463,"0","0","0","0",1500,2622,1,2,1,3,"1",9,"0",2,"1","0","1",2,712,"0","0","0",,,,4,2010,"0","0",325000,4085,4,218,0,1,1,1
1107,20,"0",10357,"0",,"1","0","0","1","0","9","1","0","0","0",7,5,1990,1991,"1","0","1","2","0","1","0","0","1","0","3","1","0",910,"0","2","0","0",1442,1442,1,2,0,3,"1",6,"0",1,"1","0","2",2,719,"0","0","0",,,,5,2007,"0","0",179900,2352,3,244,0,1,1,1
1108,60,"0",23257,"0",,"3","2","0","2","0","5","0","0","0","1",7,5,2006,2006,"0","0","0","0","0","1","0","0","2","1","0","0","0",868,"0","0","0","0",887,2021,0,2,1,3,"1",9,"0",1,"0","2","1",2,422,"0","0","0",,,,9,2006,"1","1",274725,2889,3,100,0,1,1,1
1109,60,"0",8063,"0",,"0","0","0","0","0","5","0","0","0","1",6,5,2000,2000,"0","0","0","0","0","0","0","0","1","0","0","0","0",924,"0","0","0","0",948,1690,0,2,1,3,"0",7,"0",1,"1","0","1",2,463,"0","0","0",,,,11,2007,"0","2",181000,2614,3,148,0,1,1,1
1110,20,"0",11362,"0",,"1","0","0","0","0","6","0","0","0","0",8,5,2004,2005,"0","0","2","1","2","1","0","0","2","0","3","1","0",1836,"0","0","0","0",1836,1836,1,2,0,3,"1",7,"0",1,"0","0","2",3,862,"0","0","0",,,,3,2009,"0","0",280000,3672,3,310,0,1,1,1
1111,60,"0",8000,"0",,"0","0","0","0","0","5","0","0","0","1",6,5,1995,1996,"0","0","1","2","0","0","0","0","1","0","0","1","0",773,"0","2","0","0",773,1658,1,2,1,3,"0",8,"0",1,"1","0","2",2,431,"0","0","0",,,,6,2008,"0","0",188000,2431,4,308,0,1,1,1
1112,60,"0",10480,"0",,"0","0","0","0","0","8","0","0","0","1",7,6,1976,1976,"1","0","4","4","1","0","0","1","0","0","0","2","0",803,"0","1","0","0",1098,1964,0,2,1,4,"0",8,"0",1,"0","0","1",2,483,"0","0","0",,,,9,2008,"0","0",205000,2767,3,69,0,1,1,1
1113,20,"0",7100,"0",,"1","0","0","1","0","0","0","0","0","0",5,7,1957,1957,"0","0","7","6","0","0","0","1","0","0","0","1","0",816,"0","1","0","1",816,816,1,1,0,2,"0",5,"0",0,,"1","0",1,308,"0","0","0",,,,7,2006,"0","0",129900,1632,2,0,0,1,1,0
1114,20,"0",8923,"0",,"0","0","0","0","0","0","0","0","0","0",5,7,1953,2006,"0","0","3","3","0","0","0","1","0","0","0","3","0",1008,"0","2","0","0",1008,1008,1,1,0,2,"1",6,"0",0,,"0","0",1,240,"0","0","0",,,,5,2007,"0","0",134500,2016,2,18,0,1,1,0
1115,20,"0",5400,"0",,"0","0","0","0","0","2","0","0","0","0",5,7,1954,2000,"0","0","2","1","0","0","1","1","0","0","0","4","0",833,"0","0","0","0",833,833,0,1,0,2,"1",4,"0",0,,"1","0",1,326,"0","0","0",,"0",,8,2006,"0","0",117000,1666,1,0,0,1,1,0
1116,20,"0",12085,"0",,"0","0","0","0","0","6","0","0","0","0",8,5,2007,2007,"1","0","0","0","2","1","0","0","2","0","0","1","0",1734,"0","0","0","0",1734,1734,1,2,0,3,"2",7,"0",1,"0","0","1",3,928,"0","0","0",,,,11,2007,"1","1",318000,3468,3,0,0,1,1,1
1117,80,"0",7750,"0",,"0","0","0","0","0","5","0","0","0","3",8,5,2002,2002,"1","0","0","0","0","1","0","0","1","0","0","1","0",408,"0","0","0","0",779,1419,1,2,1,3,"1",7,"0",1,"1","2","2",2,527,"0","0","0",,,,3,2009,"0","0",184100,1827,4,120,0,1,1,1
1118,20,"0",9764,"0",,"1","0","0","3","0","7","1","0","0","0",5,7,1967,2003,"0","0","0","0","0","0","0","1","0","0","0","3","0",894,"0","0","0","0",894,894,1,1,0,3,"1",5,"0",0,,"0","1",2,450,"0","0","0",,,,5,2008,"0","0",130000,1788,2,0,0,1,1,0
1119,80,"0",13825,"0",,"0","0","0","0","0","7","0","0","0","3",5,6,1958,1987,"0","0","2","1","0","0","1","1","0","0","0","0","0",533,"0","1","0","0",1021,1601,0,1,0,3,"0",6,"1",0,,"2","1",1,300,"0","0","0",,,,12,2008,"0","0",140000,2134,2,314,0,1,1,0
1120,20,"0",7560,"0",,"0","0","0","0","0","0","0","0","0","0",5,5,1959,1959,"0","0","6","3","0","0","0","1","0","0","0","5","0",1040,"0","1","0","1",1040,1040,0,1,0,3,"0",6,"0",0,,"0","1",1,286,"0","0","0",,"2",,7,2006,"0","0",133700,2080,1,392,0,1,1,0
1121,30,"1",8263,"0",,"0","1","0","0","1","15","0","0","0","0",6,5,1920,1950,"0","0","6","8","0","0","0","2","0","0","0","0","0",1012,"0","1","0","1",1012,1012,0,1,0,2,"0",6,"0",1,"0","1","0",1,308,"0","0","0",,"0",,5,2007,"0","0",118400,2024,1,134,0,1,1,1
1122,20,"0",10084,"0",,"0","0","0","0","0","1","0","0","0","0",7,5,2005,2006,"0","0","0","0","1","1","0","0","1","0","1","1","0",1552,"0","0","0","0",1552,1552,0,2,0,3,"1",7,"0",0,,"0","1",3,782,"0","0","0",,,,7,2006,"1","1",212900,3104,2,164,0,1,1,0
1123,20,"0",8926,"0",,"1","0","0","1","0","3","0","0","0","0",4,3,1956,1956,"0","0","9","9","0","0","0","1","0","0","0","0","0",672,"0","0","0","1",960,960,0,1,0,3,"0",5,"0",0,,"3","0",1,288,"0","0","0",,"0",,10,2009,"2","2",112000,1632,1,224,0,1,1,0
1124,20,"0",9405,"0",,"0","0","0","0","0","3","0","0","0","0",5,9,1947,2008,"1","0","0","0","0","0","3","1","0","0","0","0","0",698,"0","0","0","0",698,698,0,1,0,2,"0",4,"0",0,,,,0,0,,,"0",,,,6,2009,"0","0",118000,1396,2,200,0,0,1,0
1125,80,"0",9125,"0",,"1","0","0","0","0","5","0","0","0","3",7,5,1992,1992,"0","0","1","2","1","0","0","0","1","0","0","0","0",384,"0","2","0","0",812,1482,0,2,1,3,"1",7,"0",1,"1","0","2",2,392,"0","0","0",,,,7,2007,"0","0",163900,1866,3,125,0,1,1,1
1126,20,"0",10434,"0",,"0","0","0","0","0","0","0","0","0","0",4,5,1955,1955,"0","0","4","4","0","0","0","1","0","0","0","0","0",1005,"0","1","0","0",1005,1005,0,1,0,2,"3",5,"0",1,"1","1","0",2,672,"1","1","0",,,,11,2009,"0","0",115000,2010,1,0,0,1,1,1
1127,120,"0",3684,"0",,"0","0","0","0","0","20","0","0","1","0",7,5,2007,2007,"1","0","0","0","1","1","0","0","1","0","0","0","0",1373,"0","0","0","0",1555,1555,0,2,0,2,"1",7,"0",1,"1","0","2",3,660,"0","0","0",,,,6,2009,"0","0",174000,2928,2,163,0,1,1,1
1128,20,"0",14572,"0",,"3","0","0","1","0","5","0","0","0","0",7,5,2004,2004,"1","0","0","0","0","1","0","0","1","0","1","1","0",1530,"0","0","0","0",1530,1530,1,2,0,3,"1",7,"0",1,"0","0","2",3,630,"0","0","0",,,,11,2007,"0","3",259000,3060,3,180,0,1,1,1
1129,60,"0",11796,"0",,"1","0","0","0","0","5","0","0","0","1",7,5,2004,2005,"0","0","0","0","0","1","0","0","1","0","1","0","0",847,"0","0","0","0",847,1959,0,2,1,4,"1",8,"0",1,"0","2","2",2,434,"0","0","0",,,,7,2007,"0","0",215000,2806,3,148,0,1,1,1
1130,90,"1",7200,"0","0","0","0","0","0","0","2","0","0","2","4",5,5,1980,1980,"0","0","2","1","1","0","0","1","1","0","2","1","0",936,"0","1","0","0",936,936,1,1,0,2,"0",4,"0",0,,"1","0",2,672,"0","0","0",,,,8,2007,"0","0",140000,1872,2,49,0,1,1,0
1131,50,"0",7804,"0",,"0","0","0","0","0","17","0","0","0","2",4,3,1928,1950,"0","0","7","4","0","0","0","2","0","0","0","3","0",1122,"0","1","0","0",1328,1981,1,2,0,4,"1",7,"1",2,"1","1","0",2,576,"0","0","0",,"0",,12,2009,"0","0",135000,3103,3,475,0,1,1,1
